,datetime,expt_num,sitename,type,index,value
37358,2023-06-03 17:24:00,0,DLSU-BLAST,light_intensity,0,0.416667
37370,2023-06-03 17:33:00,0,DLSU-BLAST,light_intensity,0,18.3333
37377,2023-06-03 17:33:00,0,DLSU-BLAST,light_intensity,0,0.0
37387,2023-06-03 17:43:00,0,DLSU-BLAST,light_intensity,0,5.0
37405,2023-06-03 18:10:00,0,DLSU-BLAST,light_intensity,0,0.0
37427,2023-06-03 18:20:00,0,DLSU-BLAST,light_intensity,0,0.0
37439,2023-06-03 18:27:00,0,DLSU-BLAST,light_intensity,0,0.0
37462,2023-06-03 18:30:00,0,DLSU-BLAST,light_intensity,0,1320.0
37523,2023-06-04 00:30:00,0,DLSU-BLAST,light_intensity,0,0.0
37547,2023-06-04 02:30:00,0,DLSU-BLAST,light_intensity,0,0.0
37592,2023-06-04 06:30:00,0,DLSU-BLAST,light_intensity,0,856.667
37610,2023-06-04 07:30:00,0,DLSU-BLAST,light_intensity,0,293.333
37632,2023-06-04 09:30:00,0,DLSU-BLAST,light_intensity,0,853.333
37651,2023-06-04 10:28:00,0,DLSU-BLAST,light_intensity,0,854.167
37671,2023-06-04 14:28:00,0,DLSU-BLAST,light_intensity,0,855.417
37706,2023-06-04 15:47:00,0,DLSU-BLAST,light_intensity,0,960.833
37717,2023-06-04 16:47:00,0,DLSU-BLAST,light_intensity,0,903.333
37726,2023-06-04 17:47:00,0,DLSU-BLAST,light_intensity,0,862.5
37736,2023-06-04 18:47:00,0,DLSU-BLAST,light_intensity,0,855.0
37747,2023-06-04 19:47:00,0,DLSU-BLAST,light_intensity,0,853.333
37758,2023-06-04 20:47:00,0,DLSU-BLAST,light_intensity,0,909.167
37802,2023-06-05 10:22:00,0,DLSU-BLAST,light_intensity,0,53.75
37846,2023-06-05 12:24:00,0,DLSU-BLAST,light_intensity,0,106.667
37869,2023-06-05 12:34:00,0,DLSU-BLAST,light_intensity,0,269.167
37879,2023-06-05 13:33:00,0,DLSU-BLAST,light_intensity,0,223.333
37889,2023-06-05 14:33:00,0,DLSU-BLAST,light_intensity,0,43.3333
37916,2023-06-05 16:06:00,0,DLSU-BLAST,light_intensity,0,273.75
37931,2023-06-05 16:23:00,0,DLSU-BLAST,light_intensity,0,908.75
37952,2023-06-05 16:36:00,0,DLSU-BLAST,light_intensity,0,40.0
37997,2023-06-05 16:54:00,0,DLSU-BLAST,light_intensity,0,935.833
38015,2023-06-05 17:06:00,0,DLSU-BLAST,light_intensity,0,223.333
38025,2023-06-05 18:04:00,0,DLSU-BLAST,light_intensity,0,234.167
38036,2023-06-06 16:37:00,0,DLSU-BLAST,light_intensity,0,947.083
38047,2023-06-06 16:39:00,0,DLSU-BLAST,light_intensity,0,860.833
38065,2023-06-06 17:11:00,0,DLSU-BLAST,light_intensity,0,967.083
38087,2023-06-06 19:11:00,0,DLSU-BLAST,light_intensity,0,267.083
38108,2023-06-06 21:11:00,0,DLSU-BLAST,light_intensity,0,267.5
38131,2023-06-06 23:11:00,0,DLSU-BLAST,light_intensity,0,0.0
38160,2023-06-07 02:11:00,0,DLSU-BLAST,light_intensity,0,0.0
38165,2023-06-07 03:11:00,0,DLSU-BLAST,light_intensity,0,0.0
38180,2023-06-07 04:11:00,0,DLSU-BLAST,light_intensity,0,0.0
38201,2023-06-07 06:12:00,0,DLSU-BLAST,light_intensity,0,864.167
38232,2023-06-07 09:12:00,0,DLSU-BLAST,light_intensity,0,320.0
38236,2023-06-07 10:12:00,0,DLSU-BLAST,light_intensity,0,214.583
38260,2023-06-07 12:12:00,0,DLSU-BLAST,light_intensity,0,240.417
38304,2023-06-07 15:12:00,0,DLSU-BLAST,light_intensity,0,123.333
38313,2023-06-07 16:12:00,0,DLSU-BLAST,light_intensity,0,120.0
38349,2023-06-07 19:12:00,0,DLSU-BLAST,light_intensity,0,106.667
38398,2023-06-08 00:12:00,0,DLSU-BLAST,light_intensity,0,0.0
38422,2023-06-08 02:12:00,0,DLSU-BLAST,light_intensity,0,0.0
38435,2023-06-08 04:12:00,0,DLSU-BLAST,light_intensity,0,0.0
38447,2023-06-08 05:12:00,0,DLSU-BLAST,light_intensity,0,0.0
38504,2023-06-08 10:12:00,0,DLSU-BLAST,light_intensity,0,220.0
38513,2023-06-08 11:12:00,0,DLSU-BLAST,light_intensity,0,213.333
38557,2023-06-08 15:12:00,0,DLSU-BLAST,light_intensity,0,220.0
38567,2023-06-08 16:12:00,0,DLSU-BLAST,light_intensity,0,223.333
38577,2023-06-08 17:12:00,0,DLSU-BLAST,light_intensity,0,66.6667
38606,2023-06-08 20:12:00,0,DLSU-BLAST,light_intensity,0,30.4167
38617,2023-06-08 21:12:00,0,DLSU-BLAST,light_intensity,0,28.3333
38629,2023-06-08 22:12:00,0,DLSU-BLAST,light_intensity,0,0.0
38641,2023-06-08 23:12:00,0,DLSU-BLAST,light_intensity,0,0.0
38651,2023-06-09 00:12:00,0,DLSU-BLAST,light_intensity,0,0.0
38661,2023-06-09 01:12:00,0,DLSU-BLAST,light_intensity,0,0.0
38671,2023-06-09 02:12:00,0,DLSU-BLAST,light_intensity,0,0.0
38695,2023-06-09 04:12:00,0,DLSU-BLAST,light_intensity,0,0.0
38723,2023-06-09 07:12:00,0,DLSU-BLAST,light_intensity,0,3467.5
38781,2023-06-09 13:12:00,0,DLSU-BLAST,light_intensity,0,215.0
38793,2023-06-09 14:12:00,0,DLSU-BLAST,light_intensity,0,213.333
38808,2023-06-09 16:12:00,0,DLSU-BLAST,light_intensity,0,57.5
38814,2023-06-09 17:12:00,0,DLSU-BLAST,light_intensity,0,5.41667
38829,2023-06-09 18:12:00,0,DLSU-BLAST,light_intensity,0,0.0
38859,2023-06-09 20:12:00,0,DLSU-BLAST,light_intensity,0,13.75
38877,2023-06-09 21:12:00,0,DLSU-BLAST,light_intensity,0,7.5
38898,2023-06-09 22:12:00,0,DLSU-BLAST,light_intensity,0,0.0
38907,2023-06-09 23:12:00,0,DLSU-BLAST,light_intensity,0,0.0
38923,2023-06-10 00:12:00,0,DLSU-BLAST,light_intensity,0,0.0
38942,2023-06-10 01:12:00,0,DLSU-BLAST,light_intensity,0,0.0
38952,2023-06-10 02:12:00,0,DLSU-BLAST,light_intensity,0,0.0
38970,2023-06-10 03:12:00,0,DLSU-BLAST,light_intensity,0,0.0
38981,2023-06-10 04:12:00,0,DLSU-BLAST,light_intensity,0,0.0
38991,2023-06-10 05:12:00,0,DLSU-BLAST,light_intensity,0,0.0
38999,2023-06-10 06:12:00,0,DLSU-BLAST,light_intensity,0,266.667
39009,2023-06-10 07:12:00,0,DLSU-BLAST,light_intensity,0,60.0
39034,2023-06-10 09:12:00,0,DLSU-BLAST,light_intensity,0,73.3333
39054,2023-06-10 11:12:00,0,DLSU-BLAST,light_intensity,0,213.333
39064,2023-06-10 12:12:00,0,DLSU-BLAST,light_intensity,0,107.5
39074,2023-06-10 13:12:00,0,DLSU-BLAST,light_intensity,0,224.583
39084,2023-06-10 14:12:00,0,DLSU-BLAST,light_intensity,0,217.5
39124,2023-06-10 18:12:00,0,DLSU-BLAST,light_intensity,0,53.75
39138,2023-06-10 19:12:00,0,DLSU-BLAST,light_intensity,0,55.0
39147,2023-06-10 20:12:00,0,DLSU-BLAST,light_intensity,0,67.5
39192,2023-06-11 00:12:00,0,DLSU-BLAST,light_intensity,0,0.0
39202,2023-06-11 01:12:00,0,DLSU-BLAST,light_intensity,0,0.0
39222,2023-06-11 03:12:00,0,DLSU-BLAST,light_intensity,0,0.0
39231,2023-06-11 04:12:00,0,DLSU-BLAST,light_intensity,0,0.0
39259,2023-06-11 07:12:00,0,DLSU-BLAST,light_intensity,0,216.667
39280,2023-06-11 09:12:00,0,DLSU-BLAST,light_intensity,0,88.3333
39306,2023-06-11 11:12:00,0,DLSU-BLAST,light_intensity,0,106.667
39329,2023-06-11 13:12:00,0,DLSU-BLAST,light_intensity,0,106.667
39337,2023-06-11 14:12:00,0,DLSU-BLAST,light_intensity,0,107.917
39357,2023-06-11 16:12:00,0,DLSU-BLAST,light_intensity,0,73.3333
39363,2023-06-11 17:12:00,0,DLSU-BLAST,light_intensity,0,55.0
39373,2023-06-11 18:12:00,0,DLSU-BLAST,light_intensity,0,106.667
39402,2023-06-11 21:13:00,0,DLSU-BLAST,light_intensity,0,67.0833
39412,2023-06-11 22:13:00,0,DLSU-BLAST,light_intensity,0,0.0
39424,2023-06-11 23:13:00,0,DLSU-BLAST,light_intensity,0,0.0
39433,2023-06-12 00:13:00,0,DLSU-BLAST,light_intensity,0,0.0
39444,2023-06-12 01:13:00,0,DLSU-BLAST,light_intensity,0,0.0
39473,2023-06-12 04:13:00,0,DLSU-BLAST,light_intensity,0,0.0
39493,2023-06-12 06:13:00,0,DLSU-BLAST,light_intensity,0,280.833
39524,2023-06-12 09:13:00,0,DLSU-BLAST,light_intensity,0,323.333
39601,2023-06-12 16:13:00,0,DLSU-BLAST,light_intensity,0,65.4167
39609,2023-06-12 17:13:00,0,DLSU-BLAST,light_intensity,0,53.3333
39617,2023-06-12 18:13:00,0,DLSU-BLAST,light_intensity,0,53.3333
39629,2023-06-12 19:13:00,0,DLSU-BLAST,light_intensity,0,53.3333
39650,2023-06-12 21:13:00,0,DLSU-BLAST,light_intensity,0,55.0
39676,2023-06-13 00:13:00,0,DLSU-BLAST,light_intensity,0,0.0
39706,2023-06-13 02:13:00,0,DLSU-BLAST,light_intensity,0,0.0
39729,2023-06-13 04:13:00,0,DLSU-BLAST,light_intensity,0,0.0
39756,2023-06-13 07:13:00,0,DLSU-BLAST,light_intensity,0,870.0
39782,2023-06-13 10:13:00,0,DLSU-BLAST,light_intensity,0,320.0
39794,2023-06-13 11:13:00,0,DLSU-BLAST,light_intensity,0,350.833
39814,2023-06-13 12:13:00,0,DLSU-BLAST,light_intensity,0,324.167
39840,2023-06-13 14:13:00,0,DLSU-BLAST,light_intensity,0,214.167
39850,2023-06-13 15:13:00,0,DLSU-BLAST,light_intensity,0,0.0
39886,2023-06-13 18:13:00,0,DLSU-BLAST,light_intensity,0,0.0
39982,2023-06-17 14:05:00,0,DLSU-BLAST,light_intensity,0,800.0
40017,2023-06-17 14:35:00,0,DLSU-BLAST,light_intensity,0,1110.42
40039,2023-06-17 16:29:00,0,DLSU-BLAST,light_intensity,0,720.833
40075,2023-06-17 20:29:00,0,DLSU-BLAST,light_intensity,0,696.25
40108,2023-06-17 23:29:00,0,DLSU-BLAST,light_intensity,0,0.0
40119,2023-06-18 00:29:00,0,DLSU-BLAST,light_intensity,0,0.0
40167,2023-06-18 04:29:00,0,DLSU-BLAST,light_intensity,0,0.0
40191,2023-06-18 06:29:00,0,DLSU-BLAST,light_intensity,0,731.25
40204,2023-06-18 07:29:00,0,DLSU-BLAST,light_intensity,0,945.0
40229,2023-06-18 09:29:00,0,DLSU-BLAST,light_intensity,0,751.25
40278,2023-06-18 13:29:00,0,DLSU-BLAST,light_intensity,0,753.333
40301,2023-06-18 14:26:00,0,DLSU-BLAST,light_intensity,0,695.417
40314,2023-06-18 14:58:00,0,DLSU-BLAST,light_intensity,0,778.75
40370,2023-06-18 15:49:00,0,DLSU-BLAST,light_intensity,0,772.083
40394,2023-06-18 15:53:00,0,DLSU-BLAST,light_intensity,0,773.333
40418,2023-06-18 15:56:00,0,DLSU-BLAST,light_intensity,0,772.083
40442,2023-06-18 15:57:00,0,DLSU-BLAST,light_intensity,0,772.917
40466,2023-06-18 16:17:00,0,DLSU-BLAST,light_intensity,0,786.667
40491,2023-06-18 16:21:00,0,DLSU-BLAST,light_intensity,0,898.75
40514,2023-06-18 16:22:00,0,DLSU-BLAST,light_intensity,0,782.5
40538,2023-06-18 16:25:00,0,DLSU-BLAST,light_intensity,0,778.75
40562,2023-06-18 16:27:00,0,DLSU-BLAST,light_intensity,0,779.583
40586,2023-06-18 16:35:00,0,DLSU-BLAST,light_intensity,0,776.25
40610,2023-06-18 16:36:00,0,DLSU-BLAST,light_intensity,0,777.5
40634,2023-06-18 16:43:00,0,DLSU-BLAST,light_intensity,0,775.833
40658,2023-06-18 17:43:00,0,DLSU-BLAST,light_intensity,0,785.417
40682,2023-06-18 18:43:00,0,DLSU-BLAST,light_intensity,0,779.167
40706,2023-06-18 19:43:00,0,DLSU-BLAST,light_intensity,0,796.25
40730,2023-06-18 20:43:00,0,DLSU-BLAST,light_intensity,0,800.0
40754,2023-06-18 21:43:00,0,DLSU-BLAST,light_intensity,0,800.417
40778,2023-06-18 22:43:00,0,DLSU-BLAST,light_intensity,0,0.0
40802,2023-06-18 23:43:00,0,DLSU-BLAST,light_intensity,0,0.0
40826,2023-06-19 00:43:00,0,DLSU-BLAST,light_intensity,0,0.0
40850,2023-06-19 01:43:00,0,DLSU-BLAST,light_intensity,0,0.0
40874,2023-06-19 02:43:00,0,DLSU-BLAST,light_intensity,0,0.0
40898,2023-06-19 03:43:00,0,DLSU-BLAST,light_intensity,0,0.0
40922,2023-06-19 04:43:00,0,DLSU-BLAST,light_intensity,0,0.0
40946,2023-06-19 05:43:00,0,DLSU-BLAST,light_intensity,0,2.5
40970,2023-06-19 06:43:00,0,DLSU-BLAST,light_intensity,0,750.417
40994,2023-06-19 07:43:00,0,DLSU-BLAST,light_intensity,0,841.667
41018,2023-06-19 08:43:00,0,DLSU-BLAST,light_intensity,0,762.083
41042,2023-06-19 09:43:00,0,DLSU-BLAST,light_intensity,0,754.167
41066,2023-06-19 10:43:00,0,DLSU-BLAST,light_intensity,0,763.333
41090,2023-06-19 11:43:00,0,DLSU-BLAST,light_intensity,0,712.917
41114,2023-06-19 12:43:00,0,DLSU-BLAST,light_intensity,0,740.0
41138,2023-06-19 13:43:00,0,DLSU-BLAST,light_intensity,0,730.833
41162,2023-06-19 14:43:00,0,DLSU-BLAST,light_intensity,0,720.0
41186,2023-06-19 15:43:00,0,DLSU-BLAST,light_intensity,0,717.917
41210,2023-06-19 16:43:00,0,DLSU-BLAST,light_intensity,0,693.333
41234,2023-06-19 17:43:00,0,DLSU-BLAST,light_intensity,0,693.75
41258,2023-06-19 18:43:00,0,DLSU-BLAST,light_intensity,0,715.417
41282,2023-06-19 19:43:00,0,DLSU-BLAST,light_intensity,0,717.083
41306,2023-06-19 20:43:00,0,DLSU-BLAST,light_intensity,0,724.167
41330,2023-06-19 21:43:00,0,DLSU-BLAST,light_intensity,0,722.917
41354,2023-06-19 22:43:00,0,DLSU-BLAST,light_intensity,0,0.0
41378,2023-06-19 23:43:00,0,DLSU-BLAST,light_intensity,0,0.0
41402,2023-06-20 00:43:00,0,DLSU-BLAST,light_intensity,0,0.0
41426,2023-06-20 01:43:00,0,DLSU-BLAST,light_intensity,0,0.0
41450,2023-06-20 02:43:00,0,DLSU-BLAST,light_intensity,0,0.0
41474,2023-06-20 03:43:00,0,DLSU-BLAST,light_intensity,0,0.0
41498,2023-06-20 04:43:00,0,DLSU-BLAST,light_intensity,0,0.0
41522,2023-06-20 05:43:00,0,DLSU-BLAST,light_intensity,0,3.33333
41546,2023-06-20 06:43:00,0,DLSU-BLAST,light_intensity,0,751.667
41570,2023-06-20 07:43:00,0,DLSU-BLAST,light_intensity,0,837.5
41594,2023-06-20 08:43:00,0,DLSU-BLAST,light_intensity,0,760.0
41618,2023-06-20 09:43:00,0,DLSU-BLAST,light_intensity,0,737.5
41642,2023-06-20 10:43:00,0,DLSU-BLAST,light_intensity,0,759.583
41666,2023-06-20 11:43:00,0,DLSU-BLAST,light_intensity,0,706.667
41690,2023-06-20 12:43:00,0,DLSU-BLAST,light_intensity,0,705.0
41714,2023-06-20 13:43:00,0,DLSU-BLAST,light_intensity,0,703.75
41738,2023-06-20 14:43:00,0,DLSU-BLAST,light_intensity,0,707.083
41762,2023-06-20 15:43:00,0,DLSU-BLAST,light_intensity,0,728.75
41786,2023-06-20 16:43:00,0,DLSU-BLAST,light_intensity,0,721.25
41810,2023-06-20 17:43:00,0,DLSU-BLAST,light_intensity,0,722.5
41834,2023-06-20 18:43:00,0,DLSU-BLAST,light_intensity,0,725.833
41858,2023-06-20 19:43:00,0,DLSU-BLAST,light_intensity,0,725.0
41882,2023-06-20 20:43:00,0,DLSU-BLAST,light_intensity,0,728.333
41906,2023-06-20 21:43:00,0,DLSU-BLAST,light_intensity,0,717.917
41930,2023-06-20 22:43:00,0,DLSU-BLAST,light_intensity,0,0.0
41954,2023-06-20 23:43:00,0,DLSU-BLAST,light_intensity,0,0.0
41978,2023-06-21 00:43:00,0,DLSU-BLAST,light_intensity,0,0.0
42002,2023-06-21 01:43:00,0,DLSU-BLAST,light_intensity,0,0.0
42026,2023-06-21 02:43:00,0,DLSU-BLAST,light_intensity,0,0.0
42050,2023-06-21 03:43:00,0,DLSU-BLAST,light_intensity,0,0.0
42074,2023-06-21 04:43:00,0,DLSU-BLAST,light_intensity,0,0.0
42098,2023-06-21 05:43:00,0,DLSU-BLAST,light_intensity,0,2.5
42122,2023-06-21 06:43:00,0,DLSU-BLAST,light_intensity,0,751.667
42146,2023-06-21 07:43:00,0,DLSU-BLAST,light_intensity,0,839.167
42170,2023-06-21 08:43:00,0,DLSU-BLAST,light_intensity,0,734.167
42194,2023-06-21 09:43:00,0,DLSU-BLAST,light_intensity,0,742.5
42218,2023-06-21 10:33:00,0,DLSU-BLAST,light_intensity,0,769.167
42242,2023-06-21 11:33:00,0,DLSU-BLAST,light_intensity,0,719.583
42266,2023-06-21 12:33:00,0,DLSU-BLAST,light_intensity,0,775.833
42290,2023-06-21 13:33:00,0,DLSU-BLAST,light_intensity,0,707.5
42314,2023-06-21 14:33:00,0,DLSU-BLAST,light_intensity,0,708.333
42338,2023-06-21 15:33:00,0,DLSU-BLAST,light_intensity,0,778.333
42362,2023-06-21 16:33:00,0,DLSU-BLAST,light_intensity,0,701.25
42386,2023-06-21 17:33:00,0,DLSU-BLAST,light_intensity,0,707.083
42410,2023-06-21 18:33:00,0,DLSU-BLAST,light_intensity,0,780.833
42434,2023-06-21 19:33:00,0,DLSU-BLAST,light_intensity,0,783.333
42458,2023-06-21 20:33:00,0,DLSU-BLAST,light_intensity,0,781.667
42482,2023-06-21 21:33:00,0,DLSU-BLAST,light_intensity,0,785.0
42506,2023-06-21 22:33:00,0,DLSU-BLAST,light_intensity,0,0.0
42530,2023-06-21 23:33:00,0,DLSU-BLAST,light_intensity,0,0.0
42554,2023-06-22 00:33:00,0,DLSU-BLAST,light_intensity,0,0.0
42578,2023-06-22 01:33:00,0,DLSU-BLAST,light_intensity,0,0.0
42602,2023-06-22 02:33:00,0,DLSU-BLAST,light_intensity,0,0.0
42626,2023-06-22 03:33:00,0,DLSU-BLAST,light_intensity,0,0.0
42650,2023-06-22 04:33:00,0,DLSU-BLAST,light_intensity,0,0.0
42674,2023-06-22 05:33:00,0,DLSU-BLAST,light_intensity,0,0.0
42698,2023-06-22 06:33:00,0,DLSU-BLAST,light_intensity,0,748.333
42722,2023-06-22 07:33:00,0,DLSU-BLAST,light_intensity,0,857.5
42746,2023-06-22 08:33:00,0,DLSU-BLAST,light_intensity,0,767.917
42770,2023-06-22 09:33:00,0,DLSU-BLAST,light_intensity,0,743.333
42794,2023-06-22 10:33:00,0,DLSU-BLAST,light_intensity,0,736.25
42818,2023-06-22 11:33:00,0,DLSU-BLAST,light_intensity,0,717.083
42842,2023-06-22 12:33:00,0,DLSU-BLAST,light_intensity,0,713.75
42866,2023-06-22 13:33:00,0,DLSU-BLAST,light_intensity,0,682.917
42890,2023-06-22 14:33:00,0,DLSU-BLAST,light_intensity,0,707.083
42914,2023-06-22 15:33:00,0,DLSU-BLAST,light_intensity,0,717.917
42938,2023-06-22 16:33:00,0,DLSU-BLAST,light_intensity,0,701.667
42962,2023-06-22 17:33:00,0,DLSU-BLAST,light_intensity,0,693.333
42986,2023-06-22 18:33:00,0,DLSU-BLAST,light_intensity,0,699.583
43010,2023-06-22 19:33:00,0,DLSU-BLAST,light_intensity,0,703.333
43034,2023-06-22 20:33:00,0,DLSU-BLAST,light_intensity,0,703.75
43058,2023-06-22 21:33:00,0,DLSU-BLAST,light_intensity,0,702.917
43082,2023-06-22 22:33:00,0,DLSU-BLAST,light_intensity,0,0.0
43106,2023-06-22 23:33:00,0,DLSU-BLAST,light_intensity,0,0.0
43130,2023-06-23 00:33:00,0,DLSU-BLAST,light_intensity,0,0.0
43154,2023-06-23 01:33:00,0,DLSU-BLAST,light_intensity,0,0.0
43178,2023-06-23 02:33:00,0,DLSU-BLAST,light_intensity,0,0.0
43202,2023-06-23 03:33:00,0,DLSU-BLAST,light_intensity,0,0.0
43226,2023-06-23 04:33:00,0,DLSU-BLAST,light_intensity,0,0.0
43250,2023-06-23 05:33:00,0,DLSU-BLAST,light_intensity,0,0.0
43274,2023-06-23 06:34:00,0,DLSU-BLAST,light_intensity,0,725.833
43298,2023-06-23 07:33:00,0,DLSU-BLAST,light_intensity,0,856.25
43322,2023-06-23 08:33:00,0,DLSU-BLAST,light_intensity,0,758.333
43346,2023-06-23 09:34:00,0,DLSU-BLAST,light_intensity,0,715.417
43370,2023-06-23 10:34:00,0,DLSU-BLAST,light_intensity,0,744.583
43394,2023-06-23 11:34:00,0,DLSU-BLAST,light_intensity,0,708.75
43418,2023-06-23 12:34:00,0,DLSU-BLAST,light_intensity,0,729.583
43442,2023-06-23 13:34:00,0,DLSU-BLAST,light_intensity,0,687.083
43466,2023-06-23 14:34:00,0,DLSU-BLAST,light_intensity,0,0.0
43490,2023-06-23 15:34:00,0,DLSU-BLAST,light_intensity,0,0.0
43514,2023-06-23 16:34:00,0,DLSU-BLAST,light_intensity,0,0.0
43538,2023-06-23 17:34:00,0,DLSU-BLAST,light_intensity,0,0.0
43562,2023-06-23 18:34:00,0,DLSU-BLAST,light_intensity,0,0.0
43586,2023-06-23 19:34:00,0,DLSU-BLAST,light_intensity,0,0.0
43610,2023-06-23 20:34:00,0,DLSU-BLAST,light_intensity,0,0.0
43634,2023-06-23 21:34:00,0,DLSU-BLAST,light_intensity,0,0.0
43658,2023-06-23 22:34:00,0,DLSU-BLAST,light_intensity,0,0.0
43682,2023-06-23 23:34:00,0,DLSU-BLAST,light_intensity,0,0.0
43706,2023-06-24 00:34:00,0,DLSU-BLAST,light_intensity,0,0.0
43730,2023-06-24 01:34:00,0,DLSU-BLAST,light_intensity,0,0.0
43754,2023-06-24 02:34:00,0,DLSU-BLAST,light_intensity,0,0.0
43778,2023-06-24 03:34:00,0,DLSU-BLAST,light_intensity,0,0.0
43802,2023-06-24 04:34:00,0,DLSU-BLAST,light_intensity,0,0.0
43826,2023-06-24 05:34:00,0,DLSU-BLAST,light_intensity,0,0.0
43850,2023-06-24 06:34:00,0,DLSU-BLAST,light_intensity,0,0.0
43874,2023-06-24 07:34:00,0,DLSU-BLAST,light_intensity,0,0.0
43898,2023-06-24 08:14:00,0,DLSU-BLAST,light_intensity,0,952.083
43922,2023-06-24 08:23:00,0,DLSU-BLAST,light_intensity,0,766.25
43946,2023-06-24 09:23:00,0,DLSU-BLAST,light_intensity,0,0.0
43970,2023-06-24 10:23:00,0,DLSU-BLAST,light_intensity,0,0.0
43994,2023-06-24 11:23:00,0,DLSU-BLAST,light_intensity,0,0.0
44018,2023-06-24 12:23:00,0,DLSU-BLAST,light_intensity,0,0.0
44042,2023-06-24 13:23:00,0,DLSU-BLAST,light_intensity,0,0.0
44066,2023-06-24 14:23:00,0,DLSU-BLAST,light_intensity,0,0.0
44090,2023-06-24 15:23:00,0,DLSU-BLAST,light_intensity,0,0.0
44114,2023-06-24 16:23:00,0,DLSU-BLAST,light_intensity,0,0.0
44138,2023-06-24 17:23:00,0,DLSU-BLAST,light_intensity,0,0.0
44162,2023-06-24 18:23:00,0,DLSU-BLAST,light_intensity,0,0.0
44186,2023-06-24 19:23:00,0,DLSU-BLAST,light_intensity,0,0.0
44210,2023-06-24 20:24:00,0,DLSU-BLAST,light_intensity,0,0.0
44234,2023-06-24 21:23:00,0,DLSU-BLAST,light_intensity,0,0.0
44258,2023-06-24 22:23:00,0,DLSU-BLAST,light_intensity,0,0.0
44282,2023-06-24 23:23:00,0,DLSU-BLAST,light_intensity,0,0.0
44306,2023-06-25 00:23:00,0,DLSU-BLAST,light_intensity,0,0.0
44330,2023-06-25 01:23:00,0,DLSU-BLAST,light_intensity,0,0.0
44354,2023-06-25 02:23:00,0,DLSU-BLAST,light_intensity,0,0.0
44378,2023-06-25 03:23:00,0,DLSU-BLAST,light_intensity,0,0.0
44402,2023-06-25 04:23:00,0,DLSU-BLAST,light_intensity,0,0.0
44426,2023-06-25 05:23:00,0,DLSU-BLAST,light_intensity,0,0.0
44450,2023-06-25 06:23:00,0,DLSU-BLAST,light_intensity,0,0.0
44474,2023-06-25 07:23:00,0,DLSU-BLAST,light_intensity,0,0.0
44498,2023-06-25 08:23:00,0,DLSU-BLAST,light_intensity,0,0.0
44522,2023-06-25 09:24:00,0,DLSU-BLAST,light_intensity,0,0.0
44546,2023-06-25 10:24:00,0,DLSU-BLAST,light_intensity,0,0.0
44570,2023-06-25 11:24:00,0,DLSU-BLAST,light_intensity,0,0.0
44594,2023-06-25 12:24:00,0,DLSU-BLAST,light_intensity,0,0.0
44618,2023-06-25 13:24:00,0,DLSU-BLAST,light_intensity,0,0.0
44642,2023-06-25 14:24:00,0,DLSU-BLAST,light_intensity,0,0.0
44666,2023-06-25 15:24:00,0,DLSU-BLAST,light_intensity,0,0.0
44690,2023-06-25 16:24:00,0,DLSU-BLAST,light_intensity,0,0.0
44714,2023-06-25 17:24:00,0,DLSU-BLAST,light_intensity,0,0.0
44738,2023-06-25 18:24:00,0,DLSU-BLAST,light_intensity,0,0.0
44762,2023-06-25 19:24:00,0,DLSU-BLAST,light_intensity,0,0.0
44786,2023-06-25 20:24:00,0,DLSU-BLAST,light_intensity,0,0.0
44810,2023-06-25 21:24:00,0,DLSU-BLAST,light_intensity,0,0.0
44834,2023-06-25 22:24:00,0,DLSU-BLAST,light_intensity,0,0.0
44858,2023-06-25 23:24:00,0,DLSU-BLAST,light_intensity,0,0.0
44882,2023-06-26 00:24:00,0,DLSU-BLAST,light_intensity,0,0.0
44906,2023-06-26 01:24:00,0,DLSU-BLAST,light_intensity,0,0.0
44930,2023-06-26 02:24:00,0,DLSU-BLAST,light_intensity,0,0.0
44954,2023-06-26 03:24:00,0,DLSU-BLAST,light_intensity,0,0.0
44978,2023-06-26 04:24:00,0,DLSU-BLAST,light_intensity,0,0.0
45002,2023-06-26 05:24:00,0,DLSU-BLAST,light_intensity,0,0.0
45026,2023-06-26 06:24:00,0,DLSU-BLAST,light_intensity,0,0.0
45050,2023-06-26 07:24:00,0,DLSU-BLAST,light_intensity,0,0.0
45074,2023-06-26 08:24:00,0,DLSU-BLAST,light_intensity,0,0.0
45098,2023-06-26 09:24:00,0,DLSU-BLAST,light_intensity,0,0.0
45122,2023-06-26 10:24:00,0,DLSU-BLAST,light_intensity,0,0.0
45146,2023-06-26 11:24:00,0,DLSU-BLAST,light_intensity,0,0.0
45170,2023-06-26 12:24:00,0,DLSU-BLAST,light_intensity,0,0.0
45194,2023-06-26 13:24:00,0,DLSU-BLAST,light_intensity,0,0.0
45218,2023-06-26 14:24:00,0,DLSU-BLAST,light_intensity,0,0.0
45242,2023-06-26 15:24:00,0,DLSU-BLAST,light_intensity,0,0.0
45266,2023-06-26 16:24:00,0,DLSU-BLAST,light_intensity,0,0.0
45290,2023-06-26 17:51:00,0,DLSU-BLAST,light_intensity,0,828.167
45314,2023-06-26 18:18:00,0,DLSU-BLAST,light_intensity,0,791.75
45338,2023-06-26 18:24:00,0,DLSU-BLAST,light_intensity,0,805.667
45362,2023-06-26 20:24:00,0,DLSU-BLAST,light_intensity,0,896.0
45386,2023-06-26 21:24:00,0,DLSU-BLAST,light_intensity,0,813.833
