,datetime,expt_num,sitename,type,index,value
45410,2023-06-26 22:24:00,0,DLSU-BLAST,light_intensity,0,0.0
45434,2023-06-26 23:24:00,0,DLSU-BLAST,light_intensity,0,0.0
45458,2023-06-27 00:24:00,0,DLSU-BLAST,light_intensity,0,0.0
45482,2023-06-27 01:24:00,0,DLSU-BLAST,light_intensity,0,0.0
45506,2023-06-27 02:24:00,0,DLSU-BLAST,light_intensity,0,0.0
45530,2023-06-27 03:24:00,0,DLSU-BLAST,light_intensity,0,0.0
45554,2023-06-27 04:24:00,0,DLSU-BLAST,light_intensity,0,0.0
45578,2023-06-27 05:24:00,0,DLSU-BLAST,light_intensity,0,0.0
45602,2023-06-27 06:24:00,0,DLSU-BLAST,light_intensity,0,770.5
45626,2023-06-27 07:24:00,0,DLSU-BLAST,light_intensity,0,922.75
45650,2023-06-27 08:24:00,0,DLSU-BLAST,light_intensity,0,775.667
45674,2023-06-27 09:24:00,0,DLSU-BLAST,light_intensity,0,750.0
45698,2023-06-27 10:24:00,0,DLSU-BLAST,light_intensity,0,753.167
45722,2023-06-27 11:24:00,0,DLSU-BLAST,light_intensity,0,766.083
45746,2023-06-27 12:24:00,0,DLSU-BLAST,light_intensity,0,755.75
45770,2023-06-27 13:24:00,0,DLSU-BLAST,light_intensity,0,741.667
45794,2023-06-27 14:24:00,0,DLSU-BLAST,light_intensity,0,742.417
45818,2023-06-27 15:24:00,0,DLSU-BLAST,light_intensity,0,736.5
45842,2023-06-27 16:24:00,0,DLSU-BLAST,light_intensity,0,731.75
45866,2023-06-27 17:24:00,0,DLSU-BLAST,light_intensity,0,723.917
45890,2023-06-27 18:24:00,0,DLSU-BLAST,light_intensity,0,735.417
45914,2023-06-27 19:24:00,0,DLSU-BLAST,light_intensity,0,737.083
45938,2023-06-27 20:24:00,0,DLSU-BLAST,light_intensity,0,743.0
45962,2023-06-27 21:24:00,0,DLSU-BLAST,light_intensity,0,744.167
45986,2023-06-27 22:24:00,0,DLSU-BLAST,light_intensity,0,0.0
46010,2023-06-27 23:24:00,0,DLSU-BLAST,light_intensity,0,0.0
46034,2023-06-28 00:24:00,0,DLSU-BLAST,light_intensity,0,0.0
46058,2023-06-28 01:24:00,0,DLSU-BLAST,light_intensity,0,0.0
46082,2023-06-28 02:24:00,0,DLSU-BLAST,light_intensity,0,0.0
46106,2023-06-28 03:24:00,0,DLSU-BLAST,light_intensity,0,0.0
46130,2023-06-28 04:24:00,0,DLSU-BLAST,light_intensity,0,0.0
46154,2023-06-28 05:24:00,0,DLSU-BLAST,light_intensity,0,0.0
46178,2023-06-28 06:24:00,0,DLSU-BLAST,light_intensity,0,764.917
46202,2023-06-28 07:24:00,0,DLSU-BLAST,light_intensity,0,817.917
46226,2023-06-28 08:24:00,0,DLSU-BLAST,light_intensity,0,781.583
46250,2023-06-28 09:24:00,0,DLSU-BLAST,light_intensity,0,777.75
46274,2023-06-28 10:24:00,0,DLSU-BLAST,light_intensity,0,727.833
46298,2023-06-28 11:24:00,0,DLSU-BLAST,light_intensity,0,749.75
46322,2023-06-28 12:24:00,0,DLSU-BLAST,light_intensity,0,759.667
46346,2023-06-28 13:24:00,0,DLSU-BLAST,light_intensity,0,755.583
46370,2023-06-28 14:24:00,0,DLSU-BLAST,light_intensity,0,794.75
46394,2023-06-28 15:24:00,0,DLSU-BLAST,light_intensity,0,838.667
46418,2023-06-28 16:24:00,0,DLSU-BLAST,light_intensity,0,841.0
46442,2023-06-28 17:24:00,0,DLSU-BLAST,light_intensity,0,0.0
46466,2023-06-28 18:24:00,0,DLSU-BLAST,light_intensity,0,0.0
46490,2023-06-28 19:24:00,0,DLSU-BLAST,light_intensity,0,0.0
46514,2023-06-28 20:24:00,0,DLSU-BLAST,light_intensity,0,0.0
46538,2023-06-28 21:24:00,0,DLSU-BLAST,light_intensity,0,0.0
46562,2023-06-28 22:24:00,0,DLSU-BLAST,light_intensity,0,0.0
46586,2023-06-28 23:24:00,0,DLSU-BLAST,light_intensity,0,0.0
46610,2023-06-29 00:24:00,0,DLSU-BLAST,light_intensity,0,0.0
46634,2023-06-29 01:24:00,0,DLSU-BLAST,light_intensity,0,0.0
