,datetime,expt_num,type,index,value
677,2023-06-07,0,dli,2,4.9276
678,2023-06-07,0,dli,3,7.15877
679,2023-06-07,0,dli,4,7.85621
680,2023-06-07,0,dli,5,1.76777
681,2023-06-07,0,dli,6,7.61253
682,2023-06-07,0,dli,7,2.72222
683,2023-06-07,0,dli,8,0.0
684,2023-06-08,0,dli,0,0.843345
685,2023-06-08,0,dli,1,1.22769
686,2023-06-08,0,dli,2,5.41202
687,2023-06-08,0,dli,3,6.19569
688,2023-06-08,0,dli,4,6.38469
689,2023-06-08,0,dli,5,1.40873
690,2023-06-08,0,dli,6,6.72111
691,2023-06-08,0,dli,7,3.22474
692,2023-06-08,0,dli,8,0.0
693,2023-06-09,0,dli,0,3.90784
694,2023-06-09,0,dli,1,2.30594
695,2023-06-09,0,dli,2,5.16388
696,2023-06-09,0,dli,3,7.12611
697,2023-06-09,0,dli,4,5.0378
698,2023-06-09,0,dli,5,1.03842
699,2023-06-09,0,dli,6,6.95534
700,2023-06-09,0,dli,7,3.36231
701,2023-06-09,0,dli,8,0.0
702,2023-06-10,0,dli,0,0.579015
703,2023-06-10,0,dli,1,1.81737
704,2023-06-10,0,dli,2,4.78656
705,2023-06-10,0,dli,3,7.27284
706,2023-06-10,0,dli,4,4.9765
707,2023-06-10,0,dli,5,0.634906
708,2023-06-10,0,dli,6,5.96674
709,2023-06-10,0,dli,7,2.75657
710,2023-06-10,0,dli,8,0.0
711,2023-06-11,0,dli,0,0.606513
712,2023-06-11,0,dli,1,1.77237
713,2023-06-11,0,dli,2,4.76191
714,2023-06-11,0,dli,3,7.42743
715,2023-06-11,0,dli,4,2.4196
716,2023-06-11,0,dli,5,0.66314
717,2023-06-11,0,dli,6,6.41597
718,2023-06-11,0,dli,7,3.21063
719,2023-06-11,0,dli,8,0.0
720,2023-06-12,0,dli,0,0.732104
721,2023-06-12,0,dli,1,1.48932
722,2023-06-12,0,dli,2,4.22469
723,2023-06-12,0,dli,3,6.00643
724,2023-06-12,0,dli,4,3.50015
725,2023-06-12,0,dli,5,1.53144
726,2023-06-12,0,dli,6,6.98045
727,2023-06-12,0,dli,7,3.49367
728,2023-06-12,0,dli,8,0.0
729,2023-06-13,0,dli,0,1.51416
730,2023-06-13,0,dli,1,1.42169
731,2023-06-13,0,dli,2,3.66727
732,2023-06-13,0,dli,3,4.71799
733,2023-06-13,0,dli,4,2.38005
734,2023-06-13,0,dli,5,6.61432
735,2023-06-13,0,dli,6,3.97561
736,2023-06-13,0,dli,7,3.6072
737,2023-06-13,0,dli,8,0.0
738,2023-06-17,0,dli,0,1.52597
739,2023-06-17,0,dli,1,0.380159
740,2023-06-17,0,dli,2,1.01039
741,2023-06-17,0,dli,3,3.42634
742,2023-06-17,0,dli,4,2.3925
743,2023-06-17,0,dli,5,0.986487
744,2023-06-17,0,dli,6,3.64807
745,2023-06-17,0,dli,7,1.97948
746,2023-06-17,0,dli,8,2.2353
747,2023-06-18,0,dli,0,4.31793
748,2023-06-18,0,dli,1,1.26775
749,2023-06-18,0,dli,2,7.82449
750,2023-06-18,0,dli,3,6.54969
751,2023-06-18,0,dli,4,4.71713
752,2023-06-18,0,dli,5,2.44101
753,2023-06-18,0,dli,6,6.91681
754,2023-06-18,0,dli,7,13.6818
755,2023-06-18,0,dli,8,7.75338
756,2023-06-19,0,dli,0,3.81105
757,2023-06-19,0,dli,1,0.937574
758,2023-06-19,0,dli,2,4.15746
759,2023-06-19,0,dli,3,6.04206
760,2023-06-19,0,dli,4,4.23184
761,2023-06-19,0,dli,5,2.73632
762,2023-06-19,0,dli,6,6.87947
763,2023-06-19,0,dli,7,3.85371
764,2023-06-19,0,dli,8,4.52317
765,2023-06-20,0,dli,0,3.8043
766,2023-06-20,0,dli,1,0.891945
767,2023-06-20,0,dli,2,4.06161
768,2023-06-20,0,dli,3,5.89221
769,2023-06-20,0,dli,4,4.23117
770,2023-06-20,0,dli,5,2.85106
771,2023-06-20,0,dli,6,6.85328
772,2023-06-20,0,dli,7,3.85209
773,2023-06-20,0,dli,8,4.5175
774,2023-06-21,0,dli,0,3.86847
775,2023-06-21,0,dli,1,0.896941
776,2023-06-21,0,dli,2,4.08238
777,2023-06-21,0,dli,3,5.5098
778,2023-06-21,0,dli,4,4.22597
779,2023-06-21,0,dli,5,2.71445
780,2023-06-21,0,dli,6,6.83572
781,2023-06-21,0,dli,7,3.88447
782,2023-06-21,0,dli,8,4.57803
783,2023-06-22,0,dli,0,3.75732
784,2023-06-22,0,dli,1,0.87345
785,2023-06-22,0,dli,2,4.03826
786,2023-06-22,0,dli,3,4.76658
787,2023-06-22,0,dli,4,4.2363
788,2023-06-22,0,dli,5,3.89043
789,2023-06-22,0,dli,6,6.84261
790,2023-06-22,0,dli,7,4.58892
791,2023-06-22,0,dli,8,6.5583
792,2023-06-23,0,dli,0,1.92313
793,2023-06-23,0,dli,1,0.476728
794,2023-06-23,0,dli,2,2.13039
795,2023-06-23,0,dli,3,2.30287
796,2023-06-23,0,dli,4,2.24642
797,2023-06-23,0,dli,5,2.34711
798,2023-06-23,0,dli,6,3.49838
799,2023-06-23,0,dli,7,3.10201
800,2023-06-23,0,dli,8,5.22437
801,2023-06-24,0,dli,0,0.24289
802,2023-06-24,0,dli,1,0.580984
803,2023-06-24,0,dli,2,2.73013
804,2023-06-24,0,dli,3,3.39611
805,2023-06-24,0,dli,4,0.239904
806,2023-06-24,0,dli,5,0.227957
807,2023-06-24,0,dli,6,0.368486
808,2023-06-24,0,dli,7,0.198394
809,2023-06-24,0,dli,8,3.5283
810,2023-06-25,0,dli,0,0.0
811,2023-06-25,0,dli,1,0.525045
812,2023-06-25,0,dli,2,2.03297
813,2023-06-25,0,dli,3,3.70413
814,2023-06-25,0,dli,4,0.0
815,2023-06-25,0,dli,5,0.0
816,2023-06-25,0,dli,6,0.0
817,2023-06-25,0,dli,7,0.0
818,2023-06-25,0,dli,8,4.05734
819,2023-06-26,0,dli,0,1.3749
820,2023-06-26,0,dli,1,0.339884
821,2023-06-26,0,dli,2,1.50897
822,2023-06-26,0,dli,3,3.68221
823,2023-06-26,0,dli,4,1.344
824,2023-06-26,0,dli,5,0.849909
825,2023-06-26,0,dli,6,2.17901
826,2023-06-26,0,dli,7,1.12233
827,2023-06-26,0,dli,8,4.17427
828,2023-06-27,0,dli,0,3.93007
829,2023-06-27,0,dli,1,0.311445
830,2023-06-27,0,dli,2,0.813375
831,2023-06-27,0,dli,3,3.95652
832,2023-06-27,0,dli,4,4.27264
833,2023-06-27,0,dli,5,2.7442
834,2023-06-27,0,dli,6,7.20813
835,2023-06-27,0,dli,7,4.21694
836,2023-06-27,0,dli,8,5.29497
837,2023-06-28,0,dli,0,2.78945
838,2023-06-28,0,dli,1,0.283068
839,2023-06-28,0,dli,2,1.27626
840,2023-06-28,0,dli,3,3.50495
841,2023-06-28,0,dli,4,4.16745
842,2023-06-28,0,dli,5,1.77954
843,2023-06-28,0,dli,6,6.73609
844,2023-06-28,0,dli,7,2.5616
845,2023-06-28,0,dli,8,4.58973
846,2023-06-29,0,dli,0,0.0
847,2023-06-29,0,dli,1,0.378567
848,2023-06-29,0,dli,2,0.93393
849,2023-06-29,0,dli,3,3.14628
850,2023-06-29,0,dli,4,3.98423
851,2023-06-29,0,dli,5,1.38073
852,2023-06-29,0,dli,6,6.35218
853,2023-06-29,0,dli,7,0.0
854,2023-06-29,0,dli,8,4.01063
855,2023-06-30,0,dli,0,0.0
856,2023-06-30,0,dli,1,0.497664
857,2023-06-30,0,dli,2,0.790641
858,2023-06-30,0,dli,3,3.39487
859,2023-06-30,0,dli,4,4.14728
860,2023-06-30,0,dli,5,3.31368
861,2023-06-30,0,dli,6,6.06687
862,2023-06-30,0,dli,7,0.0
863,2023-06-30,0,dli,8,4.51648
864,2023-07-01,0,dli,0,0.0
865,2023-07-01,0,dli,1,0.465642
866,2023-07-01,0,dli,2,0.237303
867,2023-07-01,0,dli,3,4.08777
868,2023-07-01,0,dli,4,4.3757
869,2023-07-01,0,dli,5,6.38258
870,2023-07-01,0,dli,6,6.51183
871,2023-07-01,0,dli,7,0.0
872,2023-07-01,0,dli,8,6.22126
